First_Day,First_Day_Date,New York_Optimal_Second_Day,New York_Optimal_Second_Date,New York_Optimal_Value,New York_Day183_Second_Day,New York_Day183_Second_Date,New York_Day183_Value,New York 2024_Optimal_Second_Day,New York 2024_Optimal_Second_Date,New York 2024_Optimal_Value,New York 2024_Day183_Second_Day,New York 2024_Day183_Second_Date,New York 2024_Day183_Value,"Stockholm, Sweden_Optimal_Second_Day","Stockholm, Sweden_Optimal_Second_Date","Stockholm, Sweden_Optimal_Value","Stockholm, Sweden_Day183_Second_Day","Stockholm, Sweden_Day183_Second_Date","Stockholm, Sweden_Day183_Value","Guangzhou, China_Optimal_Second_Day","Guangzhou, China_Optimal_Second_Date","Guangzhou, China_Optimal_Value","Guangzhou, China_Day183_Second_Day","Guangzhou, China_Day183_Second_Date","Guangzhou, China_Day183_Value","Edinburgh, UK_Optimal_Second_Day","Edinburgh, UK_Optimal_Second_Date","Edinburgh, UK_Optimal_Value","Edinburgh, UK_Day183_Second_Day","Edinburgh, UK_Day183_Second_Date","Edinburgh, UK_Day183_Value","Beersheba, Israel_Optimal_Second_Day","Beersheba, Israel_Optimal_Second_Date","Beersheba, Israel_Optimal_Value","Beersheba, Israel_Day183_Second_Day","Beersheba, Israel_Day183_Second_Date","Beersheba, Israel_Day183_Value",Nepal_Optimal_Second_Day,Nepal_Optimal_Second_Date,Nepal_Optimal_Value,Nepal_Day183_Second_Day,Nepal_Day183_Second_Date,Nepal_Day183_Value,"Amsterdam, Netherlands_Optimal_Second_Day","Amsterdam, Netherlands_Optimal_Second_Date","Amsterdam, Netherlands_Optimal_Value","Amsterdam, Netherlands_Day183_Second_Day","Amsterdam, Netherlands_Day183_Second_Date","Amsterdam, Netherlands_Day183_Value","Trondelag, Norway_Optimal_Second_Day","Trondelag, Norway_Optimal_Second_Date","Trondelag, Norway_Optimal_Value","Trondelag, Norway_Day183_Second_Day","Trondelag, Norway_Day183_Second_Date","Trondelag, Norway_Day183_Value",South Korea_Optimal_Second_Day,South Korea_Optimal_Second_Date,South Korea_Optimal_Value,South Korea_Day183_Second_Day,South Korea_Day183_Second_Date,South Korea_Day183_Value,"Gothenburg, Sweden_Optimal_Second_Day","Gothenburg, Sweden_Optimal_Second_Date","Gothenburg, Sweden_Optimal_Value","Gothenburg, Sweden_Day183_Second_Day","Gothenburg, Sweden_Day183_Second_Date","Gothenburg, Sweden_Day183_Value","Yamagata, Japan_Optimal_Second_Day","Yamagata, Japan_Optimal_Second_Date","Yamagata, Japan_Optimal_Value","Yamagata, Japan_Day183_Second_Day","Yamagata, Japan_Day183_Second_Date","Yamagata, Japan_Day183_Value"
30,01/30,261.0,09/17,0.9982012842730155,213,07/31,0.9973795328998674,197.0,07/15,0.9971834775300229,213,07/31,0.9971499166033316,273.0,09/29,0.998646717951471,213,07/31,0.9975459769108581,263.0,09/19,0.9983909154600702,213,07/31,0.9975459703821267,262.0,09/18,0.9988792246313016,213,07/31,0.998069031793885,208.0,07/26,0.9980426412768765,213,07/31,0.9979914434684543,233.0,08/20,0.9979289893973904,213,07/31,0.9977850041521447,225.0,08/12,0.9976682080411543,213,07/31,0.9976213630419841,263.0,09/19,0.9983909154600702,213,07/31,0.9975459703821267,266.0,09/22,0.9984844286193403,213,07/31,0.9972652432599541,263.0,09/19,0.998104243289097,213,07/31,0.997381072708304,262.0,09/18,0.9982958846267758,213,07/31,0.9978339469931411
31,01/31,261.0,09/17,0.9981990837403554,214,08/01,0.9973746856039413,198.0,07/16,0.9971850784765788,214,08/01,0.997166542434393,273.0,09/29,0.9986504357058362,214,08/01,0.997546386478989,264.0,09/20,0.9983944251757532,214,08/01,0.9975505929844639,263.0,09/19,0.9988815266857142,214,08/01,0.9980806986484987,208.0,07/26,0.9980475087260804,214,08/01,0.99797250700627,234.0,08/21,0.9979218956253654,214,08/01,0.9977746642377439,226.0,08/13,0.9976728113327813,214,08/01,0.9976250614018096,264.0,09/20,0.9983944251757532,214,08/01,0.9975505929844639,266.0,09/22,0.9984865465308783,214,08/01,0.9972784943404632,264.0,09/20,0.9981080426101666,214,08/01,0.9973742686581468,263.0,09/19,0.9983001311158778,214,08/01,0.9978247270942995
32,02/01,261.0,09/17,0.9982069281564382,215,08/02,0.9973944133911953,199.0,07/17,0.9971941943913578,215,08/02,0.9971888993898741,273.0,09/29,0.9986532867720365,215,08/02,0.9975461961517905,265.0,09/21,0.998395618897704,215,08/02,0.9975504229315666,264.0,09/20,0.998869330615988,215,08/02,0.9980573800558513,208.0,07/26,0.9980661659492646,215,08/02,0.997966678512788,235.0,08/22,0.99790582725514,215,08/02,0.9977523274666774,227.0,08/14,0.9976744796912689,215,08/02,0.9976251987718218,265.0,09/21,0.998395618897704,215,08/02,0.9975504229315666,266.0,09/22,0.9984922438131093,215,08/02,0.9973022195531097,264.0,09/20,0.9981102991752357,215,08/02,0.997365487549765,263.0,09/19,0.9982970802517603,215,08/02,0.9977984437362742
33,02/02,262.0,09/18,0.9982146098680238,216,08/03,0.997413678589203,219.0,08/06,0.9972149254372514,216,08/03,0.9972109526180323,275.0,10/01,0.9986559876122945,216,08/03,0.9975460365107923,265.0,09/21,0.9983965738853031,216,08/03,0.9975503610474398,265.0,09/21,0.998857005796465,216,08/03,0.9980351890314847,208.0,07/26,0.9980845141450719,216,08/03,0.997960868808253,236.0,08/23,0.9978897503895617,216,08/03,0.9977305423465713,229.0,08/16,0.997676227113483,216,08/03,0.9976253718923495,265.0,09/21,0.9983965738853031,216,08/03,0.9975503610474398,267.0,09/23,0.998497701672828,216,08/03,0.9973255693777328,265.0,09/21,0.9981121703071821,216,08/03,0.9973569102635059,264.0,09/20,0.9982938396908783,216,08/03,0.9977729027212832
34,02/03,262.0,09/18,0.9982219417475368,217,08/04,0.997432690722654,220.0,08/07,0.9972360214948576,217,08/04,0.9972327248506317,276.0,10/02,0.9986585961836516,217,08/04,0.9975458983542775,266.0,09/22,0.9983972505869264,217,08/04,0.9975503284835185,265.0,09/21,0.9988446235900519,217,08/04,0.9980132743695576,208.0,07/26,0.9981025565068138,217,08/04,0.9979550779772293,237.0,08/24,0.9978735432751894,217,08/04,0.9977090695939917,230.0,08/17,0.9976779741765182,217,08/04,0.997625540839296,266.0,09/22,0.9983972505869264,217,08/04,0.9975503284835185,267.0,09/23,0.9985028963950839,217,08/04,0.9973486438545958,266.0,09/22,0.9981131591108893,217,08/04,0.9973484956110232,265.0,09/21,0.9982901444623,217,08/04,0.9977477055351315
35,02/04,262.0,09/18,0.9982288407456024,218,08/05,0.9974514487871745,221.0,08/08,0.9972568408318104,218,08/05,0.9972542165543891,277.0,10/03,0.998661093429609,218,08/05,0.997545783227991,267.0,09/23,0.9983975248689309,218,08/05,0.9975503264945177,266.0,09/22,0.9988320126007761,218,08/05,0.9979916553366773,208.0,07/26,0.9981202962073576,218,08/05,0.9979493061731167,238.0,08/25,0.9978572069745127,218,08/05,0.9976879119957524,231.0,08/18,0.9976796953986212,218,08/05,0.9976257060923033,267.0,09/23,0.9983975248689309,218,08/05,0.9975503264945177,267.0,09/23,0.9985076773940239,218,08/05,0.9973714432142848,266.0,09/22,0.9981140835825391,218,08/05,0.9973402439359887,266.0,09/22,0.9982859987069065,218,08/05,0.9977228607037395
36,02/05,262.0,09/18,0.9982353071245605,219,08/06,0.9974699535975516,221.0,08/08,0.9972774188042792,219,08/06,0.9972754284394544,278.0,10/04,0.9986634808163369,219,08/06,0.9975456923287259,268.0,09/24,0.9983973973353483,219,08/06,0.9975503550704934,267.0,09/23,0.9988191497824763,219,08/06,0.9979703310004341,208.0,07/26,0.998137736421974,219,08/06,0.9979435536129075,239.0,08/26,0.9978407407770256,219,08/06,0.9976670677825628,232.0,08/19,0.9976813911910863,219,08/06,0.9976258676861923,268.0,09/24,0.9983973973353483,219,08/06,0.9975503550704934,268.0,09/24,0.9985117399924749,219,08/06,0.9973939686229165,267.0,09/23,0.9981146996476233,219,08/06,0.9973321546332902,267.0,09/23,0.9982814056769818,219,08/06,0.9976983677126797
37,02/06,262.0,09/18,0.9982413411723934,220,08/07,0.9974882060670901,222.0,08/09,0.9972979075274923,220,08/07,0.997296361351631,279.0,10/05,0.9986657598976934,220,08/07,0.9975456267567386,268.0,09/24,0.9983970684885447,220,08/07,0.9975504141693549,268.0,09/24,0.9988060358160337,220,08/07,0.9979493006863525,208.0,07/26,0.9981548802644499,220,08/07,0.9979378204609595,240.0,08/27,0.9978241439971234,220,08/07,0.997646535113941,234.0,08/21,0.9976834121285038,220,08/07,0.9976260256491606,268.0,09/24,0.9983970684885447,220,08/07,0.9975504141693549,268.0,09/24,0.9985160543708093,220,08/07,0.9974162213584266,267.0,09/23,0.998114445908079,220,08/07,0.9973242270565186,267.0,09/23,0.9982763710533323,220,08/07,0.99767422595206
38,02/07,262.0,09/18,0.9982469429108748,221,08/08,0.9975062072268088,223.0,08/10,0.9973181211382062,221,08/08,0.9973170161935404,280.0,10/06,0.9986679322525481,221,08/08,0.9975455875436019,269.0,09/25,0.9983967128833888,221,08/08,0.997550503721797,269.0,09/25,0.9987926712766713,221,08/08,0.9979285636182507,208.0,07/26,0.9981717309173305,221,08/08,0.997932106962872,241.0,08/28,0.9978074158339458,221,08/08,0.9976263121754132,236.0,08/23,0.9976856115099508,221,08/08,0.9976261800373404,269.0,09/25,0.9983967128833888,221,08/08,0.997550503721797,269.0,09/25,0.9985199759037959,221,08/08,0.9974382026783266,268.0,09/24,0.9981140122245554,221,08/08,0.9973164605323093,268.0,09/24,0.9982711172943476,221,08/08,0.9976504347495269
39,02/08,262.0,09/18,0.9982521123586503,222,08/09,0.9975239582380501,223.0,08/10,0.997338068349933,222,08/09,0.9973373940038509,281.0,10/07,0.9986699995130525,222,08/09,0.9975455756342458,270.0,09/26,0.9983959610260994,222,08/09,0.9975506236398338,270.0,09/26,0.9987790568321149,222,08/09,0.9979081188934857,208.0,07/26,0.9981882915047201,222,08/09,0.9979264133738718,242.0,08/29,0.9977905619046527,222,08/09,0.9976063970606562,237.0,08/24,0.9976881401398402,222,08/09,0.9976263309008261,270.0,09/26,0.9983959610260994,222,08/09,0.9975506236398338,269.0,09/25,0.9985235746785455,222,08/09,0.9974599139569393,268.0,09/24,0.998112829973787,222,08/09,0.9973088543408324,269.0,09/25,0.9982654276272616,222,08/09,0.9976269932375251
40,02/09,263.0,09/19,0.998256988904237,223,08/10,0.9975414603377312,224.0,08/11,0.9973579520369099,223,08/10,0.9973574959594844,282.0,10/08,0.9986719633318053,223,08/10,0.9975455918623175,271.0,09/27,0.9983948164263015,223,08/10,0.9975507738359719,271.0,09/27,0.998765195784067,223,08/10,0.997887965582167,208.0,07/26,0.9982045651081342,223,08/10,0.9979207399602638,242.0,08/29,0.9977734802419167,223,08/10,0.9975867877662435,239.0,08/26,0.9976908557354867,223,08/10,0.9976264782892152,271.0,09/27,0.9983948164263015,223,08/10,0.9975507738359719,269.0,09/25,0.9985267574488427,223,08/10,0.9974813566773159,269.0,09/25,0.9981113578256673,223,08/10,0.9973014076581587,270.0,09/26,0.9982593044988488,223,08/10,0.9976039004015457
41,02/10,263.0,09/19,0.998261694486215,224,08/11,0.9975587148772306,225.0,08/12,0.9973775628061341,224,08/11,0.997377323308004,283.0,10/09,0.998673825470843,224,08/11,0.9975456370294314,271.0,09/27,0.9983934138436695,224,08/11,0.997550954202822,271.0,09/27,0.9987509632550892,224,08/11,0.9978681026959981,208.0,07/26,0.9982205548928252,224,08/11,0.9979150869903556,242.0,08/29,0.9977554778215679,224,08/11,0.9975674823390326,240.0,08/27,0.9976938474160104,224,08/11,0.9976266222925675,271.0,09/27,0.9983934138436695,224,08/11,0.997550954202822,269.0,09/25,0.9985295234910325,224,08/11,0.9975025322927785,269.0,09/25,0.9981092578055798,224,08/11,0.9972941196866694,270.0,09/26,0.9982527806477494,224,08/11,0.9975811551930375
42,02/11,263.0,09/19,0.9982659687042573,225,08/12,0.9975757233658111,226.0,08/13,0.9973969020804088,225,08/12,0.9973968774497116,284.0,10/10,0.9986755876468865,225,08/12,0.9975457117906796,271.0,09/27,0.9983913640800609,225,08/12,0.9975511645830012,271.0,09/27,0.998735929054904,225,08/12,0.9978485290496852,208.0,07/26,0.9982362639420528,225,08/12,0.9979094547816776,243.0,08/30,0.9977366075381983,225,08/12,0.997548478698218,244.0,08/31,0.9976977182101205,225,08/12,0.9976267629642062,271.0,09/27,0.9983913640800609,225,08/12,0.9975511645830012,270.0,09/26,0.9985320007615814,225,08/12,0.9975234423343831,270.0,09/26,0.9981067576933913,225,08/12,0.9972869895083452,271.0,09/27,0.9982460343289977,225,08/12,0.9975587563882007
43,02/12,263.0,09/19,0.9982698113384365,226,08/13,0.9975924873266631,226.0,08/13,0.9974161598084329,226,08/13,0.9974161598084329,285.0,10/11,0.9986772516097445,226,08/13,0.9975458168065942,271.0,09/27,0.998388665784147,226,08/13,0.9975514048457024,271.0,09/27,0.9987200909238559,226,08/13,0.9978292434726812,208.0,07/26,0.9982516953261837,226,08/13,0.9979038436480956,243.0,08/30,0.9977176362165217,226,08/13,0.9975297747434166,245.0,09/01,0.9977024693618858,226,08/13,0.9976269003899326,271.0,09/27,0.998388665784147,226,08/13,0.9975514048457024,270.0,09/26,0.9985342844007588,226,08/13,0.9975440884462219,270.0,09/26,0.998103749553314,226,08/13,0.9972800162380755,271.0,09/27,0.9982384630368972,226,08/13,0.9975367026098657
44,02/13,263.0,09/19,0.9982732221160953,227,08/14,0.9976090083983704,227.0,08/14,0.9974351719256257,227,08/14,0.9974351719256257,287.0,10/13,0.9986788299997069,227,08/14,0.9975459526532927,271.0,09/27,0.998385317561968,227,08/14,0.9975516748492927,272.0,09/28,0.9987037792999368,227,08/14,0.9978102446928512,208.0,07/26,0.9982668521474299,227,08/14,0.9978982538974733,244.0,08/31,0.9976979269294529,227,08/14,0.9975113683055522,246.0,09/02,0.9977071535262536,227,08/14,0.9976270346621126,271.0,09/27,0.998385317561968,227,08/14,0.9975516748492927,270.0,09/26,0.9985361507327618,227,08/14,0.9975644723063799,271.0,09/27,0.9981002378027213,227,08/14,0.9972731988989215,271.0,09/27,0.9982300389509295,227,08/14,0.9975149924191233
45,02/14,263.0,09/19,0.9982762006478587,228,08/15,0.9976252882814293,228.0,08/15,0.9974539153994398,228,08/15,0.9974539153994398,288.0,10/14,0.9986803293863039,228,08/15,0.9975461198023514,272.0,09/28,0.998381765927149,228,08/15,0.9975519743839228,272.0,09/28,0.9986870341018865,228,08/15,0.9977915313181583,208.0,07/26,0.9982817374386644,228,08/15,0.9978926858739366,245.0,09/01,0.9976785448566853,228,08/15,0.9974932572251934,247.0,09/03,0.9977117712649989,228,08/15,0.9976271658513928,272.0,09/28,0.998381765927149,228,08/15,0.9975519743839228,270.0,09/26,0.9985375989940323,228,08/15,0.9975845955588346,271.0,09/27,0.9980963302077118,228,08/15,0.9972665365002015,271.0,09/27,0.9982207608359195,228,08/15,0.9974936242547023
46,02/15,263.0,09/19,0.9982787465269545,229,08/16,0.997641328728962,228.0,08/15,0.997472538781004,229,08/16,0.9974723919238906,289.0,10/15,0.9986817345631579,229,08/16,0.9975463186779965,272.0,09/28,0.9983776711946387,229,08/16,0.9975523032679833,272.0,09/28,0.9986694832102646,229,08/16,0.9977731019152861,208.0,07/26,0.9982963542673049,229,08/16,0.9978871399576662,247.0,09/03,0.9976595031424522,229,08/16,0.9974754392289276,249.0,09/05,0.997716385285273,229,08/16,0.9976272940457536,272.0,09/28,0.9983776711946387,229,08/16,0.9975523032679833,271.0,09/27,0.9985386561783344,229,08/16,0.9976044600191825,271.0,09/27,0.9980916762010489,229,08/16,0.9972600279574835,271.0,09/27,0.9982106274378156,229,08/16,0.9974725963605281
47,02/16,264.0,09/20,0.9982808797834384,230,08/17,0.9976571315365989,229.0,08/16,0.9974909575498923,230,08/17,0.9974906032261379,290.0,10/16,0.9986830473252362,230,08/17,0.9975465496173875,272.0,09/28,0.9983729254710889,230,08/17,0.9975526612710865,272.0,09/28,0.9986511238458833,230,08/17,0.9977549549723426,208.0,07/26,0.9983107056669007,230,08/17,0.9978816164463072,248.0,09/04,0.9976410070389609,230,08/17,0.9974579120770591,250.0,09/06,0.9977209469836611,230,08/17,0.9976274193276762,272.0,09/28,0.9983729254710889,230,08/17,0.9975526612710865,271.0,09/27,0.9985396243514391,230,08/17,0.9976240673647914,271.0,09/27,0.9980862740452698,230,08/17,0.9972536721602231,272.0,09/28,0.9982002656245659,230,08/17,0.9974519070236065
48,02/17,264.0,09/20,0.9982829675350056,231,08/18,0.9976726985197489,230.0,08/17,0.9975091109679277,231,08/18,0.9975085511214905,291.0,10/17,0.9986842694465444,231,08/18,0.9975468129090935,272.0,09/28,0.998367526912008,231,08/18,0.9975530481727874,273.0,09/29,0.9986324259548278,231,08/18,0.9977370889030771,208.0,07/26,0.9983247946465386,231,08/18,0.9978761156513892,249.0,09/05,0.9976228165965056,231,08/18,0.9974406734111342,251.0,09/07,0.9977254428385456,231,08/18,0.9976275417785704,272.0,09/28,0.998367526912008,231,08/18,0.9975530481727874,271.0,09/27,0.9985401735254352,231,08/18,0.9976434194511377,271.0,09/27,0.9980801220085044,231,08/18,0.9972474679384341,272.0,09/28,0.998189105683836,231,08/18,0.9974315542993499
49,02/18,264.0,09/20,0.9982846224046029,232,08/19,0.9976880315254613,230.0,08/17,0.9975270998188522,232,08/19,0.9975262374241909,291.0,10/17,0.9986852717923278,232,08/19,0.997547108789796,273.0,09/29,0.998361717386593,232,08/19,0.9975534637248265,273.0,09/29,0.9986131658189382,232,08/19,0.9977195020536703,208.0,07/26,0.9983386242059065,232,08/19,0.9978706379199836,251.0,09/07,0.997605009346625,232,08/19,0.9974237208954249,252.0,09/08,0.9977298734734046,232,08/19,0.9976276614849218,273.0,09/29,0.998361717386593,232,08/19,0.9975534637248265,271.0,09/27,0.998540302714539,232,08/19,0.9976625181122086,271.0,09/27,0.9980732181624875,232,08/19,0.9972414141112935,272.0,09/28,0.9981770907148899,232,08/19,0.9974115361427036
50,02/19,264.0,09/20,0.9982858437836578,233,08/20,0.9977031324651584,231.0,08/18,0.9975449315671736,233,08/20,0.9975436640375025,291.0,10/17,0.9986856720975889,233,08/20,0.997547437336987,273.0,09/29,0.9983555762477149,233,08/20,0.997553907619786,274.0,09/30,0.9985931796220272,233,08/20,0.9977021926249166,208.0,07/26,0.9983521973287905,233,08/20,0.9978651836407564,252.0,09/08,0.9975876690438924,233,08/20,0.9974070521279533,253.0,09/09,0.9977342394994587,233,08/20,0.9976277785034392,273.0,09/29,0.9983555762477149,233,08/20,0.997553907619786,271.0,09/27,0.9985400109498672,233,08/20,0.997681365143707,271.0,09/27,0.9980655604472649,233,08/20,0.9972355093376122,272.0,09/28,0.9981642184829076,233,08/20,0.9973918504134657
51,02/20,264.0,09/20,0.9982866308968888,234,08/21,0.997718049662292,232.0,08/19,0.9975625015615119,234,08/21,0.9975610312541999,292.0,10/18,0.9986857996335262,234,08/21,0.9975477599827923,273.0,09/29,0.9983487802493766,234,08/21,0.9975542225404908,275.0,10/01,0.9985734687715799,234,08/21,0.9976847310907642,209.0,07/27,0.9983653793606785,234,08/21,0.997861974194095,253.0,09/09,0.9975706230631761,234,08/21,0.9973902983715148,254.0,09/10,0.9977385415171736,234,08/21,0.997628037310171,273.0,09/29,0.9983487802493766,234,08/21,0.9975542225404908,271.0,09/27,0.9985392971911191,234,08/21,0.9976999494588751,271.0,09/27,0.9980571466322067,234,08/21,0.9972298627387676,273.0,09/29,0.9981505118096856,234,08/21,0.9973726352549691
52,02/21,264.0,09/20,0.9982869830775353,235,08/22,0.9977327849499115,232.0,08/19,0.9975798563611004,235,08/22,0.9975783405897299,292.0,10/18,0.9986854946652581,235,08/22,0.9975480767672967,274.0,09/30,0.9983417839130686,235,08/22,0.9975544082890435,276.0,10/02,0.9985540201613472,235,08/22,0.9976671157226715,209.0,07/27,0.998378588512991,235,08/22,0.9978610029406221,255.0,09/11,0.9975539548902752,235,08/22,0.9973734578106203,255.0,09/11,0.9977427801542766,235,08/22,0.9976284377491796,274.0,09/30,0.9983417839130686,235,08/22,0.9975544082890435,271.0,09/27,0.9985381603898482,235,08/22,0.9977182729628369,271.0,09/27,0.9980479744172416,235,08/22,0.9972244728522992,273.0,09/29,0.9981366239463961,235,08/22,0.997353888180669
53,02/22,265.0,09/21,0.9982864434274213,236,08/23,0.9977473401642024,233.0,08/20,0.9975971082791347,236,08/23,0.9975955936467149,293.0,10/19,0.9986846482942368,236,08/23,0.9975483876394774,275.0,10/01,0.9983348394119328,236,08/23,0.9975544646465078,278.0,10/04,0.99853500062982,236,08/23,0.9976493447361058,209.0,07/27,0.9983914551378011,236,08/23,0.9978622632167163,256.0,09/12,0.9975377236811027,236,08/23,0.9973565285645379,257.0,09/13,0.9977469734244377,236,08/23,0.9976289796437966,275.0,10/01,0.9983348394119328,236,08/23,0.9975544646465078,271.0,09/27,0.9985365993902514,236,08/23,0.9977363375861894,272.0,09/28,0.99803835182789,236,08/23,0.9972193381379403,273.0,09/29,0.9981218769369988,236,08/23,0.9973356065922174
54,02/23,265.0,09/21,0.9982864856836255,237,08/24,0.9977617156788027,234.0,08/21,0.9976143007150357,237,08/24,0.9976127910607655,293.0,10/19,0.998683644515973,237,08/24,0.99754869114493,276.0,10/02,0.9983279378076506,237,08/24,0.9975543882214714,279.0,10/05,0.9985162906048693,237,08/24,0.997631413166052,209.0,07/27,0.998404076586167,237,08/24,0.9978657464446806,257.0,09/13,0.9975217754408067,237,08/24,0.9973395084420358,258.0,09/14,0.9977511531871833,237,08/24,0.9976296625222838,276.0,10/02,0.9983279378076506,237,08/24,0.9975543882214714,271.0,09/27,0.998534613053719,237,08/24,0.9977541411090386,272.0,09/28,0.9980282912207044,237,08/24,0.9972144579169622,274.0,09/30,0.9981067972667188,237,08/24,0.9973177867194035
55,02/24,266.0,09/22,0.9982859045979605,238,08/25,0.9977759118858703,235.0,08/22,0.9976314352692783,238,08/25,0.997629933522341,293.0,10/19,0.998682040884319,238,08/25,0.9975489859560518,277.0,10/03,0.9983210784218987,238,08/25,0.9975541758853349,280.0,10/06,0.9984978335988238,238,08/25,0.9976133163529589,209.0,07/27,0.9984164557608459,238,08/25,0.9978714441597539,259.0,09/15,0.9975061540679085,238,08/25,0.9973223952848876,259.0,09/15,0.9977552703490667,238,08/25,0.9976304859637063,277.0,10/03,0.9983210784218987,238,08/25,0.9975541758853349,271.0,09/27,0.9985322002418652,238,08/25,0.9977716816769033,272.0,09/28,0.9980174692049945,238,08/25,0.9972098314920556,276.0,10/02,0.9980921680014555,238,08/25,0.9973004247904144
56,02/25,266.0,09/22,0.9982850920877112,239,08/26,0.9977899293226161,236.0,08/23,0.9976485135822969,239,08/26,0.997647021820136,294.0,10/20,0.9986801369551946,239,08/26,0.9975492707398049,278.0,10/04,0.9983142605233045,239,08/26,0.9975538246778856,282.0,10/08,0.9984798204305366,239,08/26,0.9975950497224624,210.0,07/28,0.998428637205637,239,08/26,0.9978793481281132,260.0,09/16,0.9974909857804806,239,08/26,0.9973051869022854,260.0,09/16,0.9977593255493861,239,08/26,0.9976314495440731,278.0,10/04,0.9983142605233045,239,08/26,0.9975538246778856,271.0,09/27,0.9985293597008497,239,08/26,0.9977889576824444,272.0,09/28,0.9980058830292785,239,08/26,0.9972054580068975,277.0,10/03,0.9980778533318153,239,08/26,0.9972835170748078
57,02/26,266.0,09/22,0.9982838401583817,240,08/27,0.9978037686628285,237.0,08/24,0.9976655363287339,240,08/27,0.9976640568350165,294.0,10/20,0.9986778412947477,240,08/27,0.9975495442424175,279.0,10/05,0.9983074834689339,240,08/27,0.9975533318203946,283.0,10/09,0.9984620704440564,240,08/27,0.9975766087917395,210.0,07/28,0.998440584090714,240,08/27,0.9978894503137815,261.0,09/17,0.9974760892267912,240,08/27,0.9972878810767616,261.0,09/17,0.9977633193974695,240,08/27,0.9976325528623765,279.0,10/05,0.9983074834689339,240,08/27,0.9975533318203946,271.0,09/27,0.9985260902096519,240,08/27,0.9978059678463569,272.0,09/28,0.9979935297086586,240,08/27,0.9972013365636488,279.0,10/05,0.998063852714127,240,08/27,0.9972670597677527
58,02/27,266.0,09/22,0.9982821479069132,241,08/28,0.9978174306249856,238.0,08/25,0.9976825042428183,241,08/28,0.9976810395102534,295.0,10/21,0.9986749863411819,241,08/28,0.9975498052111035,280.0,10/06,0.9983007466457724,241,08/28,0.9975526946844471,284.0,10/10,0.9984445643301237,241,08/28,0.9975579892867941,210.0,07/28,0.998452296827236,241,08/28,0.9979017426759765,262.0,09/18,0.9974614616557991,241,08/28,0.9972704756528282,262.0,09/18,0.9977672525074083,241,08/28,0.9976337955213634,280.0,10/06,0.9983007466457724,241,08/28,0.9975526946844471,271.0,09/27,0.998522390435665,241,08/28,0.9978227110029491,272.0,09/28,0.9979804062611041,241,08/28,0.9971974661684277,280.0,10/06,0.9980502694586328,241,08/28,0.9972510491765421
59,02/28,266.0,09/22,0.998280014125756,242,08/29,0.9978309160110148,239.0,08/26,0.9976994181841687,242,08/29,0.9976979709120919,295.0,10/21,0.9986720034163601,242,08/29,0.9975500524451475,281.0,10/07,0.9982940494957266,242,08/29,0.9975519108135298,286.0,10/12,0.9984274722966426,242,08/29,0.9975391870360938,210.0,07/28,0.9984637782233688,242,08/29,0.9979162184035272,263.0,09/19,0.9974469111709285,242,08/29,0.9972529683861295,263.0,09/19,0.997770772085407,242,08/29,0.9976351771443208,281.0,10/07,0.9982940494957266,242,08/29,0.9975519108135298,271.0,09/27,0.9985182591024508,242,08/29,0.9978391863094814,272.0,09/28,0.9979665095205301,242,08/29,0.9971938457546223,281.0,10/07,0.9980369266352171,242,08/29,0.997235481554311
